Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 28034.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1707084000.0 4.17 NA 103 357 0 261 NA NA 163 506 0 339 NA NA 158 2554 311 916 NA NA 324 2409 579 955 NA
1707084000.0 4.22 NA 205 130 136 0 NA NA 316 199 215 0 NA NA 706 225 218 208 NA NA 566 428 361 339 NA
1707084000.0 4.28 NA 124 360 0 NA NA NA 209 498 0 NA NA NA 230 2755 1503 NA NA NA 538 2865 1954 NA NA
1707084000.0 4.29 NA 104 369 0 262 NA NA 169 525 0 346 NA NA 159 2703 284 970 NA NA 259 2390 336 1260 NA
1707084000.0 4001.0 NA 255 431 NA NA NA NA 364 602 NA NA NA NA 539 1989 NA NA NA NA 564 1928 NA NA NA
1707084000.0 4007.0 93 0 0 NA NA NA 213 0 0 NA NA NA 491 129 1201 NA NA NA 977 360 1526 NA NA NA
1707084000.0 4008.0 143 189 373 NA NA NA 235 276 522 NA NA NA 670 264 1374 NA NA NA 740 562 1632 NA NA NA
1707084000.0 5.1 406 0 NA NA NA NA 555 0 NA NA NA NA 884 233 NA NA NA NA 857 358 NA NA NA NA
1707084000.0 5.2 327 0 NA NA NA NA 435 0 NA NA NA NA 700 216 NA NA NA NA 776 434 NA NA NA NA
1707084000.0 5.3 323 0 NA NA NA NA 450 0 NA NA NA NA 708 216 NA NA NA NA 793 380 NA NA NA NA
1707084000.0 5.4 410 0 NA NA NA NA 547 0 NA NA NA NA 768 235 NA NA NA NA 723 425 NA NA NA NA
1707084000.0 5.5 396 0 NA NA NA NA 534 0 NA NA NA NA 745 231 NA NA NA NA 785 373 NA NA NA NA
1707084000.0 5.6 413 0 NA NA NA NA 554 0 NA NA NA NA 815 227 NA NA NA NA 989 309 NA NA NA NA
1707084000.0 5.7 409 0 NA NA NA NA 538 0 NA NA NA NA 823 218 NA NA NA NA 928 297 NA NA NA NA
1707084000.0 500199.0 301 NA NA NA NA NA 435 NA NA NA NA NA 1061 NA NA NA NA NA 892 NA NA NA NA NA
1707084000.0 500200.1 167 281 336 NA NA NA 276 395 457 NA NA NA 1585 461 1745 NA NA NA 1102 579 2216 NA NA NA
1707084000.0 504.0 101 0 NA NA NA NA 160 0 NA NA NA NA 231 139 NA NA NA NA 315 245 NA NA NA NA
1707084000.0 505.0 101 0 NA NA NA NA 161 0 NA NA NA NA 233 145 NA NA NA NA 316 303 NA NA NA NA
1707084000.0 506.0 101 0 NA NA NA NA 160 0 NA NA NA NA 221 147 NA NA NA NA 282 297 NA NA NA NA
1707084000.0 508.0 96 0 NA NA NA NA 154 0 NA NA NA NA 230 135 NA NA NA NA 366 192 NA NA NA NA
1707084000.0 509.0 93 0 NA NA NA NA 151 0 NA NA NA NA 225 134 NA NA NA NA 304 198 NA NA NA NA
1707084000.0 510.0 93 0 NA NA NA NA 154 0 NA NA NA NA 2209 152 NA NA NA NA 1370 448 NA NA NA NA
1707084000.0 511.0 92 0 NA NA NA NA 163 0 NA NA NA NA 6881 135 NA NA NA NA 7394 187 NA NA NA NA
1707084000.0 512.0 31 103 0 NA NA NA 112 164 0 NA NA NA 5015 274 144 NA NA NA 21893 297 278 NA NA NA
1707084000.0 514.0 66 97 0 NA NA NA 111 167 0 NA NA NA 1010 248 156 NA NA NA 702 757 921 NA NA NA
1707084000.0 515.0 31 103 0 NA NA NA 112 165 0 NA NA NA 4983 231 135 NA NA NA 21892 326 192 NA NA NA
1707084000.0 516.0 70 101 0 NA NA NA 113 165 0 NA NA NA 5006 232 143 NA NA NA 7776 371 265 NA NA NA
1707084000.0 518.0 31 102 0 NA NA NA 112 164 0 NA NA NA 5671 227 147 NA NA NA 27681 318 369 NA NA NA
1707084000.0 519.0 31 100 0 NA NA NA 111 163 0 NA NA NA 4979 232 140 NA NA NA 10140 328 267 NA NA NA
1707084000.0 521.0 31 97 0 NA NA NA 111 158 0 NA NA NA 5209 197 144 NA NA NA 20218 291 235 NA NA NA
1707084000.0 524.0 68 98 0 NA NA NA 111 168 0 NA NA NA 961 202 143 NA NA NA 541 339 250 NA NA NA
1707084000.0 525.0 31 98 0 NA NA NA 112 158 0 NA NA NA 5217 195 135 NA NA NA 20219 366 215 NA NA NA
1707084000.0 526.0 31 96 0 NA NA NA 112 155 0 NA NA NA 5197 193 134 NA NA NA 21922 302 205 NA NA NA
1707084000.0 528.0 32 97 0 NA NA NA 112 159 0 NA NA NA 5203 195 142 NA NA NA 20218 311 211 NA NA NA
1707084000.0 531.0 120 0 NA NA NA NA 266 0 NA NA NA NA 171 135 NA NA NA NA 236 201 NA NA NA NA
1707084000.0 534.0 243 0 NA NA NA NA 345 0 NA NA NA NA 1502 143 NA NA NA NA 1695 254 NA NA NA NA
1707084000.0 535.0 109 0 NA NA NA NA 181 0 NA NA NA NA 1292 145 NA NA NA NA 940 240 NA NA NA NA
